epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,479.784,0.23842,0.17694,0.79571,0.99866,1,0.995,0.9904,0.18044,0.1405,0.77372,0.000297226,0.000297226,0.000297226
85,485.113,0.25378,0.18572,0.81926,0.99879,1,0.995,0.98754,0.20124,0.14065,0.77678,0.000280723,0.000280723,0.000280723
86,495.254,0.22699,0.17033,0.81143,0.99892,1,0.995,0.98935,0.20598,0.14011,0.77599,0.00026422,0.00026422,0.00026422
87,505.004,0.21512,0.16917,0.7919,0.99893,1,0.995,0.99312,0.19921,0.13978,0.77474,0.000247716,0.000247716,0.000247716
88,509.583,0.21798,0.16781,0.80528,0.99879,1,0.995,0.99023,0.19175,0.1387,0.77467,0.000231213,0.000231213,0.000231213
89,514.913,0.21259,0.16087,0.79363,0.99878,1,0.995,0.98718,0.2029,0.14139,0.77595,0.00021471,0.00021471,0.00021471
90,520.098,0.21988,0.16049,0.79695,0.99877,1,0.995,0.99248,0.20387,0.14525,0.77635,0.000198206,0.000198206,0.000198206
91,525.912,0.17985,0.15054,0.76664,0.99879,1,0.995,0.98944,0.19878,0.13826,0.77605,0.000181703,0.000181703,0.000181703
92,531.883,0.17297,0.14513,0.77195,0.99937,1,0.995,0.9929,0.17743,0.13711,0.77378,0.0001652,0.0001652,0.0001652
93,537.068,0.17276,0.14684,0.78052,0.99941,1,0.995,0.99039,0.17773,0.13651,0.77376,0.000148696,0.000148696,0.000148696
94,547.171,0.17717,0.14346,0.78167,0.9989,1,0.995,0.98866,0.18636,0.13744,0.77491,0.000132193,0.000132193,0.000132193
95,552.568,0.16589,0.13358,0.77439,0.99891,1,0.995,0.99064,0.1875,0.13563,0.77504,0.00011569,0.00011569,0.00011569
96,557.205,0.17068,0.13677,0.78573,0.99882,1,0.995,0.98708,0.19076,0.13132,0.77546,9.91865e-05,9.91865e-05,9.91865e-05
97,567.417,0.18751,0.14557,0.79025,0.99878,1,0.995,0.98846,0.19035,0.13177,0.77549,8.26832e-05,8.26832e-05,8.26832e-05
98,572.638,0.16209,0.13474,0.78547,0.99874,1,0.995,0.99183,0.19162,0.1293,0.77579,6.61799e-05,6.61799e-05,6.61799e-05
99,577.415,0.17768,0.13856,0.79572,0.99873,1,0.995,0.99364,0.19429,0.13096,0.77591,4.96766e-05,4.96766e-05,4.96766e-05
100,588.021,0.18422,0.14336,0.80211,0.99875,1,0.995,0.99194,0.19613,0.13201,0.77583,3.31733e-05,3.31733e-05,3.31733e-05
