epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,385.159,0.21585,0.17313,0.79148,0.99881,1,0.995,0.99123,0.18516,0.15713,0.75963,0.000511769,0.000511769,0.000511769
72,389.771,0.21156,0.17853,0.80247,0.99934,1,0.995,0.99394,0.17131,0.1451,0.75736,0.000495266,0.000495266,0.000495266
73,394.304,0.23269,0.18178,0.81691,0.9992,1,0.995,0.99415,0.16096,0.14595,0.75582,0.000478762,0.000478762,0.000478762
74,399.394,0.22671,0.18656,0.78997,0.99927,1,0.995,0.99275,0.19155,0.15715,0.75991,0.000462259,0.000462259,0.000462259
75,404.307,0.21425,0.17367,0.78987,0.99941,1,0.995,0.98433,0.19927,0.15976,0.76097,0.000445756,0.000445756,0.000445756
76,408.76,0.21717,0.17965,0.7909,0.99945,1,0.995,0.9945,0.14141,0.14169,0.75344,0.000429253,0.000429253,0.000429253
77,413.687,0.21771,0.1748,0.80607,0.99945,1,0.995,0.99159,0.15491,0.14645,0.75519,0.000412749,0.000412749,0.000412749
78,419.117,0.21306,0.18565,0.81357,0.99925,1,0.995,0.99401,0.16056,0.1431,0.75516,0.000396246,0.000396246,0.000396246
79,423.775,0.21119,0.1741,0.80103,0.99922,1,0.995,0.995,0.14865,0.13751,0.75409,0.000379743,0.000379743,0.000379743
80,428.675,0.20551,0.16918,0.80509,0.99921,1,0.995,0.995,0.16947,0.14496,0.75638,0.000363239,0.000363239,0.000363239
81,433.958,0.20225,0.16325,0.79271,0.99926,1,0.995,0.993,0.18099,0.1506,0.75791,0.000346736,0.000346736,0.000346736
82,439.183,0.2034,0.16377,0.78692,0.9992,1,0.995,0.99424,0.15407,0.14097,0.75597,0.000330233,0.000330233,0.000330233
83,443.604,0.22259,0.17758,0.81167,0.99916,1,0.995,0.99455,0.13027,0.13016,0.75346,0.000313729,0.000313729,0.000313729
84,448.489,0.22203,0.17986,0.80169,0.99915,1,0.995,0.99408,0.15435,0.14317,0.75502,0.000297226,0.000297226,0.000297226
85,453.645,0.1955,0.17361,0.80627,0.99925,1,0.995,0.99429,0.16802,0.13911,0.75691,0.000280723,0.000280723,0.000280723
86,458.517,0.2125,0.16889,0.80574,0.99937,1,0.995,0.99363,0.15925,0.13687,0.75617,0.00026422,0.00026422,0.00026422
87,463.881,0.19607,0.16199,0.80379,0.99942,1,0.995,0.99465,0.14986,0.13312,0.75569,0.000247716,0.000247716,0.000247716
88,468.714,0.19852,0.16042,0.80318,0.99938,1,0.995,0.99259,0.16721,0.13572,0.75748,0.000231213,0.000231213,0.000231213
89,473.916,0.19887,0.15627,0.79997,0.99936,1,0.995,0.99264,0.17826,0.14404,0.7583,0.00021471,0.00021471,0.00021471
90,478.469,0.20336,0.15939,0.80225,0.99929,1,0.995,0.99463,0.16417,0.13335,0.75544,0.000198206,0.000198206,0.000198206
91,484.459,0.16893,0.14964,0.77867,0.99925,1,0.995,0.99463,0.14421,0.12697,0.75352,0.000181703,0.000181703,0.000181703
92,490.397,0.15995,0.14304,0.77887,0.99918,1,0.995,0.99466,0.12842,0.12865,0.75219,0.0001652,0.0001652,0.0001652
93,495.366,0.1665,0.14789,0.77589,0.99915,1,0.995,0.99461,0.13249,0.13221,0.7528,0.000148696,0.000148696,0.000148696
94,499.93,0.17165,0.15181,0.79558,0.99923,1,0.995,0.99464,0.1424,0.13206,0.75358,0.000132193,0.000132193,0.000132193
95,505.537,0.14605,0.13158,0.77522,0.99932,1,0.995,0.99464,0.14405,0.12677,0.75356,0.00011569,0.00011569,0.00011569
96,511.063,0.15895,0.13934,0.77211,0.99941,1,0.995,0.99463,0.1407,0.12829,0.75288,9.91865e-05,9.91865e-05,9.91865e-05
97,515.741,0.15695,0.13855,0.77037,0.99941,1,0.995,0.99459,0.14044,0.1306,0.75265,8.26832e-05,8.26832e-05,8.26832e-05
98,520.395,0.15539,0.1358,0.7934,0.99941,1,0.995,0.99445,0.13942,0.12531,0.7527,6.61799e-05,6.61799e-05,6.61799e-05
99,525.811,0.14919,0.12564,0.76668,0.99938,1,0.995,0.99437,0.14406,0.12659,0.7529,4.96766e-05,4.96766e-05,4.96766e-05
100,531.475,0.15446,0.13396,0.78018,0.99936,1,0.995,0.99426,0.15071,0.1277,0.75359,3.31733e-05,3.31733e-05,3.31733e-05
