epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,544.546,0.2997,0.22019,0.82608,0.99685,1,0.995,0.98544,0.20967,0.18481,0.75081,0.000577782,0.000577782,0.000577782
68,549.098,0.30057,0.23878,0.84211,0.99689,1,0.995,0.98603,0.19384,0.18157,0.74974,0.000561279,0.000561279,0.000561279
69,558.603,0.26154,0.22333,0.82603,0.99687,1,0.995,0.98806,0.20028,0.18558,0.75056,0.000544776,0.000544776,0.000544776
70,569.114,0.29277,0.21752,0.83209,0.99629,1,0.995,0.98831,0.20707,0.18126,0.75325,0.000528272,0.000528272,0.000528272
71,573.618,0.2671,0.2215,0.7871,0.99619,1,0.995,0.995,0.19379,0.18808,0.75125,0.000511769,0.000511769,0.000511769
72,584.638,0.25053,0.21443,0.82351,0.99668,1,0.995,0.98928,0.1994,0.18723,0.7485,0.000495266,0.000495266,0.000495266
73,589.509,0.29317,0.23174,0.83187,0.99667,1,0.995,0.99095,0.21178,0.19211,0.75023,0.000478762,0.000478762,0.000478762
74,599.999,0.27807,0.22424,0.82846,0.99799,1,0.995,0.98622,0.20098,0.17891,0.74813,0.000462259,0.000462259,0.000462259
75,605.139,0.24303,0.2035,0.8102,0.99841,1,0.995,0.98791,0.19188,0.17114,0.74804,0.000445756,0.000445756,0.000445756
76,609.801,0.24932,0.20452,0.81197,0.99842,1,0.995,0.98123,0.18057,0.17292,0.74947,0.000429253,0.000429253,0.000429253
77,620.039,0.26312,0.21233,0.83308,0.99842,1,0.995,0.9843,0.19315,0.17216,0.75385,0.000412749,0.000412749,0.000412749
78,624.641,0.24585,0.21485,0.8235,0.99846,1,0.995,0.98445,0.17481,0.17446,0.74705,0.000396246,0.000396246,0.000396246
79,629.071,0.26516,0.20894,0.81029,0.99846,1,0.995,0.98965,0.16648,0.17177,0.74449,0.000379743,0.000379743,0.000379743
80,634.803,0.26129,0.21178,0.79181,1,1,0.995,0.99164,0.17225,0.15803,0.7451,0.000363239,0.000363239,0.000363239
81,639.838,0.25693,0.2067,0.78802,0.99841,1,0.995,0.995,0.17571,0.15743,0.74599,0.000346736,0.000346736,0.000346736
82,645.367,0.26238,0.20977,0.80053,0.99842,1,0.995,0.995,0.20272,0.16434,0.74699,0.000330233,0.000330233,0.000330233
83,654.936,0.2847,0.22708,0.83672,0.99844,1,0.995,0.995,0.19279,0.16495,0.74465,0.000313729,0.000313729,0.000313729
84,660.106,0.25647,0.20763,0.79817,0.99842,1,0.995,0.98856,0.18532,0.16774,0.74201,0.000297226,0.000297226,0.000297226
85,665.195,0.2408,0.19998,0.82402,1,1,0.995,0.99104,0.18309,0.16534,0.74209,0.000280723,0.000280723,0.000280723
86,670.202,0.25109,0.19844,0.80319,1,1,0.995,0.99164,0.16833,0.14872,0.74173,0.00026422,0.00026422,0.00026422
87,675.154,0.25328,0.19392,0.833,1,1,0.995,0.99164,0.16208,0.14889,0.7407,0.000247716,0.000247716,0.000247716
88,679.859,0.22253,0.18214,0.82212,1,1,0.995,0.995,0.18065,0.15253,0.7434,0.000231213,0.000231213,0.000231213
89,690.533,0.23685,0.18409,0.80597,1,1,0.995,0.99261,0.17791,0.15319,0.74211,0.00021471,0.00021471,0.00021471
90,695.385,0.23734,0.18992,0.82075,0.99823,1,0.995,0.995,0.15751,0.13931,0.74037,0.000198206,0.000198206,0.000198206
91,703.928,0.19645,0.17782,0.79989,0.99824,1,0.995,0.995,0.15094,0.13715,0.73942,0.000181703,0.000181703,0.000181703
92,710.9,0.17705,0.16911,0.77783,0.99804,1,0.995,0.9927,0.15038,0.1432,0.73873,0.0001652,0.0001652,0.0001652
93,720.929,0.18461,0.17465,0.81693,0.99812,1,0.995,0.99109,0.16421,0.14067,0.74103,0.000148696,0.000148696,0.000148696
94,725.992,0.20997,0.18129,0.82487,1,1,0.995,0.98826,0.17651,0.14306,0.74235,0.000132193,0.000132193,0.000132193
95,730.723,0.16745,0.15813,0.79362,1,1,0.995,0.98779,0.1693,0.13951,0.74172,0.00011569,0.00011569,0.00011569
96,735.313,0.17967,0.16595,0.78398,1,1,0.995,0.99137,0.15531,0.13621,0.74105,9.91865e-05,9.91865e-05,9.91865e-05
97,740.519,0.19282,0.16417,0.81097,1,1,0.995,0.99137,0.1559,0.13788,0.74097,8.26832e-05,8.26832e-05,8.26832e-05
98,745.248,0.18086,0.15882,0.79536,1,1,0.995,0.995,0.15849,0.13872,0.7409,6.61799e-05,6.61799e-05,6.61799e-05
99,750.527,0.16757,0.14958,0.76005,1,1,0.995,0.995,0.1596,0.13889,0.74074,4.96766e-05,4.96766e-05,4.96766e-05
100,761.431,0.19173,0.15858,0.7944,1,1,0.995,0.995,0.15955,0.14243,0.74023,3.31733e-05,3.31733e-05,3.31733e-05
