epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,229.021,0.31164,0.27066,0.81912,0.99783,1,0.995,0.96968,0.27424,0.23707,0.76024,0.000973861,0.000973861,0.000973861
44,233.673,0.34046,0.29019,0.82672,0.99756,1,0.995,0.98986,0.23256,0.22871,0.74604,0.000957358,0.000957358,0.000957358
45,238.942,0.31091,0.26874,0.80985,0.99783,1,0.995,0.995,0.22676,0.23512,0.74395,0.000940855,0.000940855,0.000940855
46,244,0.32332,0.26111,0.80254,0.99715,1,0.995,0.98418,0.21073,0.20054,0.74401,0.000924352,0.000924352,0.000924352
47,249.203,0.32508,0.25769,0.80752,0.99676,1,0.995,0.9889,0.21652,0.21026,0.7445,0.000907848,0.000907848,0.000907848
48,254.918,0.32499,0.25375,0.82755,0.99792,1,0.995,0.98834,0.19873,0.19498,0.74328,0.000891345,0.000891345,0.000891345
49,260.146,0.30569,0.25261,0.82106,0.99832,1,0.995,0.98918,0.20732,0.20046,0.74513,0.000874842,0.000874842,0.000874842
50,264.937,0.30465,0.24861,0.8163,0.99843,1,0.995,0.99022,0.17873,0.18839,0.74059,0.000858338,0.000858338,0.000858338
51,270.612,0.2908,0.24071,0.81423,0.99718,1,0.995,0.995,0.18122,0.18889,0.74073,0.000841835,0.000841835,0.000841835
52,277.81,0.28783,0.23475,0.82199,0.9973,1,0.995,0.99154,0.20997,0.18483,0.74583,0.000825332,0.000825332,0.000825332
53,282.159,0.29398,0.23847,0.82669,0.99741,1,0.995,0.99255,0.19432,0.18592,0.74297,0.000808828,0.000808828,0.000808828
54,286.659,0.27798,0.2314,0.81181,0.99694,1,0.995,0.99091,0.18013,0.18832,0.74171,0.000792325,0.000792325,0.000792325
55,291.958,0.31108,0.24726,0.81816,0.99709,1,0.995,0.98605,0.20101,0.19945,0.74288,0.000775822,0.000775822,0.000775822
56,296.479,0.29405,0.24863,0.82944,0.99749,1,0.995,0.98187,0.19704,0.19119,0.74216,0.000759318,0.000759318,0.000759318
57,301.551,0.3052,0.24025,0.81555,0.99862,1,0.995,0.98259,0.19805,0.19,0.74129,0.000742815,0.000742815,0.000742815
58,306.663,0.28501,0.23494,0.81471,1,1,0.995,0.99002,0.1899,0.1813,0.74086,0.000726312,0.000726312,0.000726312
59,312.088,0.2812,0.23363,0.82137,1,1,0.995,0.98796,0.17851,0.1781,0.73818,0.000709809,0.000709809,0.000709809
60,317.18,0.26608,0.21654,0.80399,0.99895,1,0.995,0.98547,0.1949,0.20114,0.73755,0.000693305,0.000693305,0.000693305
61,322.195,0.25635,0.22318,0.80763,0.99779,1,0.995,0.99059,0.19423,0.18362,0.73859,0.000676802,0.000676802,0.000676802
62,326.745,0.27365,0.22202,0.81199,0.99775,1,0.995,0.98921,0.20467,0.19749,0.74061,0.000660299,0.000660299,0.000660299
63,333.262,0.27762,0.2256,0.8207,0.99773,1,0.995,0.98783,0.21807,0.19734,0.74232,0.000643795,0.000643795,0.000643795
64,337.954,0.25039,0.2173,0.79288,0.99894,1,0.995,0.995,0.15729,0.15837,0.73622,0.000627292,0.000627292,0.000627292
65,342.679,0.27133,0.22582,0.7969,0.99894,1,0.995,0.99242,0.17007,0.16704,0.73747,0.000610789,0.000610789,0.000610789
66,347.284,0.25094,0.20768,0.80128,1,1,0.995,0.98787,0.21108,0.18219,0.74348,0.000594286,0.000594286,0.000594286
67,352.2,0.26212,0.22,0.80282,0.99859,1,0.995,0.995,0.19626,0.17255,0.74245,0.000577782,0.000577782,0.000577782
68,357.128,0.26627,0.21602,0.80939,0.99718,1,0.995,0.99246,0.16984,0.16419,0.73732,0.000561279,0.000561279,0.000561279
69,361.537,0.2443,0.20959,0.79617,0.99711,1,0.995,0.99178,0.17468,0.1572,0.73788,0.000544776,0.000544776,0.000544776
70,366.625,0.27861,0.21525,0.80073,0.99724,1,0.995,0.99106,0.20096,0.17327,0.7425,0.000528272,0.000528272,0.000528272
71,371.391,0.25014,0.20848,0.7906,0.99838,1,0.995,0.99385,0.18613,0.17183,0.74078,0.000511769,0.000511769,0.000511769
72,375.743,0.23783,0.20517,0.79795,1,1,0.995,0.99371,0.17633,0.1653,0.73911,0.000495266,0.000495266,0.000495266
73,380.236,0.24109,0.20935,0.80333,1,1,0.995,0.99382,0.18961,0.16593,0.74198,0.000478762,0.000478762,0.000478762
74,387.634,0.25424,0.19812,0.7953,1,1,0.995,0.99153,0.20385,0.16905,0.74137,0.000462259,0.000462259,0.000462259
75,392.951,0.25353,0.20888,0.80888,1,1,0.995,0.995,0.17446,0.151,0.73708,0.000445756,0.000445756,0.000445756
